Норильск,nrl,88.210393,69.343985,Красноярский край
Новый Уренгой,nurn,76.680956,66.084539,Ямало-Ненецкий автономный округ
Новошахтинск,nvsh,39.934705,47.754315,Ростовская область
Новочеркасск,nvch,40.093734,47.422052,Ростовская область
Новомосковск,nvms,38.291057,54.010914,Тульская область
Новокуйбышевск,nvkb,49.947776,53.099469,Самарская область
Нефтеюганск,nft,72.616403,61.088255,Ханты-Мансийский автономный округ – Югра
Нефтекамск,nftk,54.248236,56.088408,Республика Башкортостан
Невинномысск,nvnm,41.936061,44.638287,Ставропольский край
Находка,nhd,132.892820,42.824043,Приморский край
Назрань,nzrn,44.768485,43.231409,Республика Ингушетия
Миасс,ms,60.109599,55.050432,Челябинская область
Копейск,kpsk,61.611574,55.115697,Челябинская область
Комсомольск-на-Амуре,kms,137.008685,50.550055,Хабаровский край
Кисловодск,kslv,42.715718,43.905518,Ставропольский край
Каспийск,ksp,47.635665,42.890853,Республика Дагестан
Камышин,kmsh,45.402166,50.085287,Волгоградская область
Каменск - Уральский,kmns,61.917764,56.415240,Свердловская область
Златоуст,zlt,59.672425,55.173113,Челябинская область
Зеленодольск,zlnd,48.492802,55.847048,Республика Татарстан (Татарстан)
Ессентуки,esnt,42.858910,44.044526,Ставропольский край
Железногорск,zhl,35.2106,52.2021,Курская область
Дербент,drb,48.288776,42.057669,Республика Дагестан
Волгодонск,vlgdn,42.206329,47.519624,Ростовская область
Братск,brt,101.633505,56.151682,Иркутская область
Березники,brz,56.806719,59.407024,Пермский край
Балаково,blkv,47.819676,52.018430,Саратовская область
Ачинск,achn,90.495240,56.269501,Красноярский край
Артём,artm,132.180339,43.353047,Приморский край
Дагестанские огни,dgso,48.193923,42.115189,Республика Дагестан
Елизово,elz,158.382659,53.189231,Камчатский край
Камень-на-Оби,kmno,81.354558,53.791492,Алтайский край
Ковылкино,kvlk,43.919065,54.039201,Республика Мордовия
Алагир,algr,44.219884,43.041711,Республика Северная Осетия – Алания
Алатырь,altr,46.591949,54.840526,Чувашская Республика – Чувашия
Буйнакск,bnksk,47.115927,42.821755,Республика Дагестан
Беслан,bsln,44.541607,43.190783,Республика Северная Осетия – Алания
Белорецк,blrck,58.410023,53.967621,Республика Башкортостан
Корсаков,kors,142.782579,46.634980,Сахалинская область
Заринск,zarinsk,84.931488,53.706337,Алтайский край
Белогорск,blgrsk,128.473926,50.921292,Амурская область
Баймак,bmk,58.308136,52.597811,Республика Башкортостан
Ишимбай,ishmb,56.043950,53.454626,Республика Башкортостан
Избербаш,izberb,47.871087,42.565148,Республика Дагестан
п Торбеево,p_torb,43.245958,54.074511,Республика Мордовия
Аргун,arg,45.867439,43.292662,Чеченская Республика
Лесозаводск,leszvdk,133.418603,45.477961,Приморский край
Лысьва,lysv,57.811664,58.100417,Пермский край
Невельск,nvlsk,141.856596,46.671673,Сахалинская область
Смоленское,smlnsk,85.081300,52.302674,Алтайский край
Медвежьегорск,medv,34.27,62.55,Республика Карелия
